"","x"
"15476",23
"15477",17
"15478",17
"15479",6
"15480",17
"15481",7
"15482",5
"15483",5
"15484",17
"15485",24
"15486",7
"15487",5
"15488",5
"15489",17
"15490",17
"15491",18
"15492",10
"15493",3
"15494",5
"15495",2
"15496",7
"15497",4
"15498",6
"15499",7
"15500",5
"15501",22
"15502",3
"15503",7
"15504",20
"15505",7
"15506",18
"15507",6
"15508",5
"15509",17
"15510",14
"15511",5
"15512",16
"15513",5
"15514",7
"15515",3
"15516",5
"15517",5
"15518",10
"15519",7
"15520",4
"15521",16
"15522",15
"15523",5
"15524",7
"15525",4
"15526",20
"15527",17
"15528",7
"15529",4
"15530",7
"15531",11
"15532",5
"15533",1
"15534",5
"15535",4
"15536",15
"15537",7
"15538",15
"15539",4
"15540",12
"15541",5
"15542",13
"15543",7
"15544",15
"15545",7
"15546",5
"15547",6
"15548",4
"15549",16
"15550",7
"15551",5
"15552",5
"15553",5
"15554",18
"15555",3
"15556",6
"15557",24
"15558",3
"15559",11
"15560",3
"15561",17
"15562",5
"15563",3
"15564",10
"15565",3
"15566",17
"15567",5
"15568",8
"15569",1
"15570",5
"15571",12
"15572",5
"15573",25
"15574",4
"15575",3
"15576",3
"15577",20
"15578",3
"15579",14
"15580",4
"15581",4
"15582",6
"15583",2
"15584",5
"15585",4
"15586",3
"15587",7
"15588",3
"15589",15
"15590",9
"15591",7
"15592",5
"15593",5
"15594",5
"15595",3
"15596",4
"15597",7
"15598",5
"15599",10
"15600",6
"15601",17
"15602",7
"15603",6
"15604",3
"15605",14
"15606",3
"15607",16
"15608",7
"15609",3
"15610",12
"15611",3
"15612",5
"15613",7
"15614",5
"15615",3
"15616",25
"15617",12
"15618",4
"15619",6
"15620",5
"15621",11
"15622",7
"15623",3
"15624",17
"15625",7
"15626",7
"15627",5
"15628",5
"15629",3
"15630",7
"15631",6
"15632",5
"15633",5
"15634",12
"15635",7
"15636",7
"15637",5
"15638",7
"15639",4
"15640",5
"15641",3
"15642",6
"15643",1
"15644",15
"15645",5
"15646",10
"15647",11
"15648",17
"15649",21
"15650",3
"15651",10
"15652",12
"15653",7
"15654",10
"15655",5
"15656",7
"15657",1
"15658",17
"15659",12
"15660",5
"15661",10
"15662",4
"15663",6
"15664",4
"15665",19
"15666",7
"15667",4
"15668",5
"15669",13
"15670",16
"15671",5
"15672",7
"15673",5
"15674",5
"15675",7
"15676",23
"15677",3
"15678",5
"15679",3
"15680",11
"15681",7
"15682",6
"15683",17
"15684",4
"15685",3
"15686",5
"15687",27
"15688",3
"15689",18
"15690",4
"15691",6
"15692",5
"15693",9
"15694",12
"15695",4
"15696",5
"15697",5
"15698",7
"15699",3
"15700",4
"15701",12
"15702",26
"15703",3
"15704",14
"15705",4
"15706",10
"15707",7
"15708",15
"15709",3
"15710",10
"15711",1
"15712",7
"15713",5
"15714",6
"15715",17
"15716",18
"15717",5
"15718",3
"15719",5
"15720",3
"15721",5
"15722",7
"15723",7
"15724",3
"15725",7
"15726",5
"15727",10
"15728",4
"15729",7
"15730",3
"15731",5
"15732",17
"15733",15
"15734",4
"15735",3
"15736",4
"15737",3
"15738",6
"15739",19
"15740",4
"15741",5
"15742",10
"15743",5
"15744",20
"15745",7
"15746",6
"15747",22
"15748",5
"15749",18
"15750",17
"15751",4
"15752",7
"15753",3
"15754",23
"15755",7
"15756",5
"15757",3
"15758",16
"15759",4
"15760",5
"15761",5
"15762",5
"15763",7
"15764",6
"15765",26
"15766",18
"15767",3
"15768",24
"15769",5
"15770",3
"15771",22
"15772",3
"15773",17
"15774",3
"15775",17
"15776",5
"15777",7
"15778",4
"15779",3
"15780",7
"15781",6
"15782",5
"15783",3
"15784",26
"15785",1
"15786",5
"15787",3
"15788",16
"15789",4
"15790",3
"15791",7
"15792",5
"15793",3
"15794",19
"15795",3
"15796",3
"15797",5
"15798",5
"15799",4
"15800",5
"15801",16
"15802",7
"15803",11
"15804",4
"15805",5
"15806",7
"15807",3
"15808",7
"15809",5
"15810",3
"15811",4
"15812",4
"15813",22
"15814",7
"15815",11
"15816",5
"15817",1
"15818",4
"15819",3
"15820",6
"15821",7
"15822",1
"15823",9
"15824",16
"15825",7
"15826",15
"15827",22
"15828",5
"15829",5
"15830",16
"15831",5
"15832",10
"15833",5
"15834",3
"15835",4
"15836",10
"15837",3
"15838",4
"15839",5
"15840",6
"15841",1
"15842",17
"15843",3
"15844",22
"15845",2
"15846",25
"15847",5
"15848",3
"15849",7
"15850",4
"15851",4
"15852",8
"15853",5
"15854",5
"15855",3
"15856",16
"15857",5
"15858",4
"15859",11
"15860",7
"15861",14
"15862",7
"15863",14
"15864",4
"15865",1
"15866",8
"15867",5
"15868",3
"15869",9
"15870",1
"15871",5
"15872",7
"15873",4
"15874",22
"15875",3
"15876",3
"15877",5
"15878",17
"15879",5
"15880",17
"15881",5
"15882",5
"15883",2
"15884",5
"15885",3
"15886",12
"15887",7
"15888",3
"15889",7
"15890",3
"15891",4
"15892",7
"15893",3
"15894",5
"15895",5
"15896",17
"15897",24
"15898",17
"15899",10
"15900",4
"15901",16
"15902",17
"15903",23
"15904",19
"15905",11
"15906",3
"15907",5
"15908",4
"15909",6
"15910",18
"15911",5
"15912",10
"15913",5
"15914",7
"15915",3
"15916",13
"15917",17
"15918",4
"15919",17
"15920",3
"15921",3
"15922",17
"15923",6
"15924",7
"15925",3
"15926",9
"15927",4
"15928",27
"15929",2
"15930",7
"15931",26
"15932",10
"15933",7
"15934",5
"15935",12
"15936",3
"15937",6
"15938",17
"15939",5
"15940",26
"15941",3
"15942",5
"15943",10
"15944",3
"15945",3
"15946",27
"15947",16
"15948",10
"15949",3
"15950",7
"15951",5
"15952",10
"15953",5
"15954",4
"15955",17
"15956",14
"15957",3
"15958",5
"15959",5
"15960",5
"15961",3
"15962",5
"15963",7
"15964",7
"15965",4
"15966",4
"15967",5
"15968",17
"15969",12
"15970",12
"15971",7
"15972",3
"15973",5
"15974",3
"15975",3
"15976",5
"15977",5
"15978",3
"15979",5
"15980",5
"15981",1
"15982",7
"15983",4
"15984",6
"15985",4
"15986",3
"15987",6
"15988",5
"15989",17
"15990",17
"15991",3
"15992",16
"15993",4
"15994",3
"15995",17
"15996",12
"15997",7
"15998",7
"15999",4
"16000",7
"16001",4
"16002",16
"16003",5
"16004",4
"16005",3
"16006",5
"16007",5
"16008",12
"16009",5
"16010",5
"16011",5
"16012",4
"16013",6
"16014",5
"16015",17
"16016",5
"16017",22
"16018",1
"16019",3
"16020",7
"16021",6
"16022",5
"16023",7
"16024",6
"16025",4
"16026",5
"16027",22
"16028",6
"16029",10
"16030",18
"16031",3
"16032",7
"16033",26
"16034",1
"16035",6
"16036",21
"16037",3
"16038",6
"16039",25
"16040",20
"16041",3
"16042",5
"16043",3
"16044",22
"16045",5
"16046",5
"16047",10
"16048",5
"16049",4
"16050",12
"16051",1
"16052",5
"16053",17
"16054",3
"16055",15
"16056",13
"16057",3
"16058",3
"16059",5
"16060",4
"16061",10
"16062",3
"16063",3
"16064",5
"16065",5
"16066",7
"16067",5
"16068",4
"16069",4
"16070",13
"16071",4
"16072",17
"16073",25
"16074",1
"16075",2
"16076",1
"16077",4
"16078",10
"16079",11
"16080",5
"16081",6
"16082",27
"16083",27
"16084",10
"16085",5
"16086",21
"16087",5
"16088",4
"16089",3
"16090",5
"16091",5
"16092",6
"16093",7
"16094",4
"16095",7
"16096",22
"16097",6
"16098",3
"16099",7
"16100",12
"16101",3
"16102",4
"16103",17
"16104",5
"16105",3
"16106",7
"16107",10
"16108",16
"16109",7
"16110",4
"16111",5
"16112",5
"16113",5
"16114",1
"16115",18
"16116",22
"16117",7
"16118",4
"16119",4
"16120",3
"16121",14
"16122",7
"16123",4
"16124",10
"16125",5
"16126",17
"16127",12
"16128",5
"16129",4
"16130",4
"16131",4
"16132",13
"16133",7
"16134",5
"16135",1
"16136",3
"16137",4
"16138",1
"16139",5
"16140",5
"16141",7
"16142",5
"16143",6
"16144",12
"16145",7
"16146",7
"16147",18
"16148",7
"16149",5
"16150",5
"16151",5
"16152",7
"16153",4
"16154",18
"16155",15
"16156",5
"16157",17
"16158",3
"16159",6
"16160",5
"16161",3
"16162",4
"16163",14
"16164",17
"16165",4
"16166",4
"16167",5
"16168",27
"16169",3
"16170",6
"16171",6
"16172",3
"16173",7
"16174",3
"16175",3
"16176",4
"16177",7
"16178",5
"16179",4
"16180",3
"16181",6
"16182",7
"16183",17
"16184",4
"16185",7
"16186",4
"16187",24
"16188",4
"16189",23
"16190",2
"16191",17
"16192",26
"16193",4
"16194",4
"16195",8
"16196",16
"16197",6
"16198",5
"16199",16
"16200",13
"16201",5
"16202",7
"16203",4
"16204",3
"16205",17
"16206",7
"16207",10
"16208",5
"16209",17
"16210",10
"16211",11
"16212",5
"16213",6
"16214",5
"16215",17
"16216",22
"16217",12
"16218",3
"16219",4
"16220",22
"16221",7
"16222",3
"16223",5
"16224",7
"16225",4
"16226",5
"16227",4
"16228",4
"16229",7
"16230",17
"16231",7
"16232",17
"16233",26
"16234",25
"16235",14
"16236",17
"16237",8
"16238",5
"16239",8
"16240",6
"16241",3
"16242",18
"16243",5
"16244",1
"16245",25
"16246",16
"16247",7
"16248",3
"16249",4
"16250",3
"16251",6
"16252",12
"16253",3
"16254",12
"16255",5
"16256",6
"16257",4
"16258",3
"16259",5
"16260",5
"16261",3
"16262",7
"16263",3
"16264",5
"16265",3
"16266",12
"16267",5
"16268",7
"16269",5
"16270",6
"16271",7
"16272",10
"16273",3
"16274",16
"16275",8
"16276",6
"16277",3
"16278",3
"16279",5
"16280",2
"16281",12
"16282",3
"16283",6
"16284",4
"16285",3
"16286",17
"16287",3
"16288",3
"16289",5
"16290",5
"16291",26
"16292",4
"16293",10
"16294",22
"16295",7
"16296",7
"16297",16
"16298",5
"16299",14
"16300",3
"16301",7
"16302",4
"16303",4
"16304",1
"16305",15
"16306",3
"16307",5
"16308",7
"16309",5
"16310",5
"16311",7
"16312",4
"16313",2
"16314",3
"16315",3
"16316",24
"16317",5
"16318",19
"16319",7
"16320",3
"16321",14
"16322",5
"16323",22
"16324",11
"16325",25
"16326",11
"16327",3
"16328",4
"16329",4
"16330",7
"16331",7
"16332",4
"16333",4
"16334",4
"16335",17
"16336",11
"16337",10
"16338",17
"16339",3
"16340",5
"16341",11
"16342",5
"16343",4
"16344",19
"16345",6
"16346",6
"16347",7
"16348",3
"16349",3
"16350",6
"16351",3
"16352",4
"16353",18
"16354",22
"16355",4
"16356",17
"16357",5
"16358",5
"16359",21
"16360",6
"16361",7
"16362",22
"16363",5
"16364",25
"16365",7
"16366",17
"16367",6
"16368",7
"16369",3
"16370",4
"16371",14
"16372",4
"16373",7
"16374",7
"16375",21
"16376",4
"16377",7
"16378",1
"16379",3
"16380",22
"16381",18
"16382",4
"16383",7
"16384",17
"16385",3
"16386",5
"16387",4
"16388",5
"16389",9
"16390",5
"16391",5
"16392",10
"16393",4
"16394",3
"16395",5
"16396",4
"16397",5
"16398",6
"16399",17
"16400",7
"16401",3
"16402",6
"16403",2
"16404",8
"16405",3
"16406",5
"16407",5
"16408",5
"16409",23
"16410",5
"16411",3
"16412",6
"16413",3
"16414",18
"16415",6
"16416",11
"16417",11
"16418",5
"16419",24
"16420",10
"16421",4
"16422",1
"16423",5
"16424",25
"16425",16
"16426",3
"16427",5
"16428",1
"16429",1
"16430",11
"16431",5
"16432",18
"16433",20
"16434",5
"16435",14
"16436",5
"16437",6
"16438",7
"16439",4
"16440",7
"16441",7
"16442",4
"16443",18
"16444",5
"16445",14
"16446",7
"16447",6
"16448",7
"16449",3
"16450",1
"16451",4
"16452",3
"16453",1
"16454",21
"16455",3
"16456",4
"16457",11
"16458",17
"16459",4
"16460",3
"16461",3
"16462",4
"16463",6
"16464",5
"16465",3
"16466",5
"16467",7
"16468",5
"16469",5
"16470",13
"16471",4
"16472",6
"16473",7
"16474",22
"16475",5
"16476",3
"16477",6
"16478",1
"16479",7
"16480",1
"16481",3
"16482",5
"16483",5
"16484",4
"16485",7
"16486",17
"16487",6
"16488",7
"16489",6
"16490",5
"16491",7
"16492",3
"16493",3
"16494",10
"16495",17
"16496",7
"16497",7
"16498",10
"16499",20
"16500",3
"16501",10
"16502",12
"16503",2
"16504",3
"16505",6
"16506",4
"16507",7
"16508",4
"16509",4
"16510",1
"16511",7
"16512",25
"16513",7
"16514",11
"16515",7
"16516",10
"16517",7
"16518",6
"16519",3
"16520",1
"16521",4
"16522",7
"16523",5
"16524",11
"16525",4
"16526",5
"16527",3
"16528",10
"16529",4
"16530",3
"16531",7
"16532",6
"16533",3
"16534",5
"16535",1
"16536",4
"16537",14
"16538",5
"16539",5
"16540",4
"16541",6
"16542",3
"16543",10
"16544",3
"16545",7
"16546",4
"16547",5
"16548",1
"16549",20
"16550",4
"16551",5
"16552",7
"16553",15
"16554",5
"16555",3
"16556",5
"16557",26
"16558",4
"16559",3
"16560",7
"16561",7
"16562",4
"16563",3
"16564",5
"16565",16
"16566",2
"16567",3
"16568",5
"16569",24
"16570",3
"16571",5
"16572",4
"16573",4
"16574",3
"16575",17
"16576",5
"16577",4
"16578",3
"16579",3
"16580",4
"16581",3
"16582",4
"16583",12
"16584",3
"16585",3
"16586",5
"16587",3
"16588",3
"16589",5
"16590",7
"16591",7
"16592",3
"16593",3
"16594",13
"16595",4
"16596",5
"16597",6
"16598",8
"16599",4
"16600",3
"16601",10
"16602",5
"16603",3
"16604",6
"16605",3
"16606",12
"16607",5
"16608",3
"16609",4
"16610",5
"16611",8
"16612",6
"16613",7
"16614",7
"16615",5
"16616",17
"16617",22
"16618",10
"16619",6
"16620",5
"16621",7
"16622",7
"16623",3
"16624",17
"16625",10
"16626",7
"16627",5
"16628",21
"16629",13
"16630",3
"16631",5
"16632",25
"16633",18
"16634",4
"16635",5
"16636",7
"16637",13
"16638",3
"16639",4
"16640",22
"16641",7
"16642",5
"16643",12
"16644",4
"16645",5
"16646",5
"16647",5
"16648",5
"16649",3
"16650",5
"16651",7
"16652",5
"16653",4
"16654",3
"16655",5
"16656",6
"16657",14
"16658",7
"16659",6
"16660",7
"16661",7
"16662",17
"16663",7
"16664",6
"16665",6
"16666",3
"16667",7
"16668",25
"16669",7
"16670",5
"16671",14
"16672",5
"16673",4
"16674",4
"16675",5
"16676",5
"16677",5
"16678",5
"16679",11
"16680",4
"16681",3
"16682",4
"16683",4
"16684",5
"16685",6
"16686",5
"16687",7
"16688",5
"16689",4
"16690",17
"16691",7
"16692",15
"16693",3
"16694",4
"16695",25
"16696",4
"16697",17
"16698",3
"16699",7
"16700",2
"16701",3
"16702",4
"16703",26
"16704",1
"16705",4
"16706",4
"16707",3
"16708",20
"16709",3
"16710",14
"16711",27
"16712",4
"16713",5
"16714",6
"16715",7
"16716",6
"16717",10
"16718",3
"16719",7
"16720",4
"16721",7
"16722",3
"16723",10
"16724",16
"16725",4
"16726",4
"16727",5
"16728",4
"16729",3
"16730",4
"16731",16
"16732",5
"16733",7
"16734",17
"16735",6
"16736",22
"16737",3
"16738",17
"16739",3
"16740",5
"16741",7
"16742",25
"16743",4
"16744",4
"16745",3
"16746",6
"16747",7
"16748",6
"16749",5
"16750",3
"16751",5
"16752",5
"16753",17
"16754",3
"16755",5
"16756",13
"16757",5
"16758",3
"16759",4
"16760",4
"16761",3
"16762",5
"16763",26
"16764",5
"16765",17
"16766",3
"16767",4
"16768",1
"16769",24
"16770",4
"16771",4
"16772",23
"16773",5
"16774",22
"16775",6
"16776",6
"16777",7
"16778",7
"16779",6
"16780",5
"16781",11
"16782",10
"16783",19
"16784",4
"16785",5
"16786",5
"16787",10
"16788",3
"16789",4
"16790",17
"16791",4
"16792",5
"16793",5
"16794",11
"16795",5
"16796",5
"16797",14
"16798",10
"16799",3
"16800",4
"16801",4
"16802",7
"16803",5
"16804",3
"16805",7
"16806",6
"16807",7
"16808",5
"16809",18
"16810",10
"16811",6
"16812",5
"16813",5
"16814",1
"16815",16
"16816",5
"16817",5
"16818",5
"16819",18
"16820",5
"16821",5
"16822",5
"16823",5
"16824",7
"16825",4
"16826",4
"16827",7
"16828",15
"16829",7
"16830",3
"16831",5
"16832",3
"16833",4
"16834",6
"16835",7
"16836",7
"16837",23
"16838",1
"16839",3
"16840",4
"16841",4
"16842",3
"16843",17
"16844",5
"16845",5
"16846",7
"16847",17
"16848",3
"16849",3
"16850",4
"16851",5
"16852",1
"16853",3
"16854",1
"16855",4
"16856",5
"16857",5
"16858",13
"16859",3
"16860",3
"16861",10
"16862",16
"16863",7
"16864",11
"16865",7
"16866",4
"16867",6
"16868",1
"16869",5
"16870",14
"16871",12
"16872",5
"16873",25
"16874",5
"16875",5
"16876",5
"16877",5
"16878",5
"16879",5
"16880",3
"16881",9
"16882",10
"16883",4
"16884",7
"16885",4
"16886",3
"16887",3
"16888",16
"16889",10
"16890",3
"16891",3
"16892",7
"16893",17
"16894",4
"16895",10
"16896",16
"16897",17
"16898",7
"16899",1
"16900",10
"16901",13
"16902",6
"16903",22
"16904",10
"16905",22
"16906",3
"16907",7
"16908",10
"16909",3
"16910",8
"16911",6
"16912",3
"16913",22
"16914",15
"16915",4
"16916",25
"16917",3
"16918",17
"16919",3
"16920",7
"16921",5
"16922",7
"16923",3
"16924",7
"16925",5
"16926",5
"16927",3
"16928",5
"16929",10
"16930",3
"16931",5
"16932",1
"16933",17
"16934",17
"16935",2
"16936",7
"16937",6
"16938",17
"16939",17
"16940",17
"16941",5
"16942",5
"16943",18
"16944",4
"16945",4
"16946",4
"16947",25
"16948",2
"16949",4
"16950",10
"16951",5
"16952",4
"16953",5
"16954",4
"16955",7
"16956",2
"16957",7
"16958",7
"16959",5
"16960",9
"16961",6
"16962",4
"16963",7
"16964",3
"16965",3
"16966",6
"16967",4
"16968",5
"16969",27
"16970",6
"16971",12
"16972",5
"16973",25
"16974",5
"16975",2
"16976",12
"16977",2
"16978",3
"16979",10
"16980",3
"16981",24
"16982",3
"16983",5
"16984",9
"16985",23
"16986",3
"16987",18
"16988",7
"16989",7
"16990",17
"16991",16
"16992",5
"16993",13
"16994",4
"16995",18
"16996",17
"16997",6
"16998",18
"16999",15
"17000",7
"17001",5
"17002",2
"17003",5
"17004",3
"17005",17
"17006",5
"17007",5
"17008",10
"17009",3
"17010",5
"17011",5
"17012",7
"17013",18
"17014",11
"17015",7
"17016",3
"17017",3
"17018",3
"17019",3
"17020",22
"17021",3
"17022",24
"17023",5
"17024",14
"17025",7
"17026",4
"17027",3
"17028",4
"17029",4
"17030",3
"17031",12
"17032",18
"17033",4
"17034",1
"17035",26
"17036",3
"17037",25
"17038",14
"17039",17
"17040",22
"17041",5
"17042",6
"17043",5
"17044",25
"17045",7
"17046",7
"17047",5
"17048",24
"17049",5
"17050",23
"17051",3
"17052",7
"17053",5
"17054",3
"17055",3
"17056",6
"17057",5
"17058",5
"17059",5
"17060",5
"17061",4
"17062",3
"17063",5
"17064",3
"17065",6
"17066",3
"17067",3
"17068",10
"17069",7
"17070",3
"17071",17
"17072",5
"17073",11
"17074",5
"17075",7
"17076",22
"17077",3
"17078",22
"17079",15
"17080",10
"17081",4
"17082",18
"17083",3
"17084",7
"17085",7
"17086",7
"17087",5
"17088",3
"17089",19
"17090",5
"17091",5
"17092",17
"17093",3
"17094",6
"17095",6
"17096",3
"17097",5
"17098",10
"17099",7
"17100",17
"17101",3
"17102",3
"17103",7
"17104",24
"17105",10
"17106",5
"17107",5
"17108",7
"17109",5
"17110",10
"17111",17
"17112",5
"17113",3
"17114",1
"17115",5
"17116",3
"17117",10
"17118",3
"17119",18
"17120",10
"17121",7
"17122",7
"17123",4
"17124",6
"17125",3
"17126",3
"17127",5
"17128",4
"17129",10
"17130",12
"17131",5
"17132",3
"17133",7
"17134",3
"17135",22
"17136",10
"17137",18
"17138",5
"17139",24
"17140",4
"17141",22
"17142",10
"17143",17
"17144",7
"17145",6
"17146",5
"17147",3
"17148",4
"17149",3
"17150",7
"17151",5
"17152",5
"17153",7
"17154",17
"17155",3
"17156",4
"17157",1
"17158",7
"17159",4
"17160",14
"17161",1
"17162",1
"17163",4
"17164",5
"17165",16
"17166",1
"17167",16
"17168",12
"17169",6
"17170",1
"17171",7
"17172",4
"17173",5
"17174",7
"17175",5
"17176",17
"17177",4
"17178",7
"17179",7
"17180",3
"17181",20
"17182",5
"17183",11
"17184",3
"17185",3
"17186",5
"17187",7
"17188",18
"17189",7
"17190",3
"17191",5
"17192",4
"17193",3
"17194",6
"17195",10
"17196",13
"17197",26
"17198",5
"17199",5
"17200",5
"17201",7
"17202",5
"17203",4
"17204",10
"17205",2
"17206",22
"17207",4
"17208",5
"17209",8
"17210",4
"17211",11
"17212",25
"17213",24
"17214",6
"17215",3
"17216",5
"17217",7
"17218",5
"17219",7
"17220",3
"17221",5
"17222",4
"17223",7
"17224",6
"17225",2
"17226",5
"17227",5
"17228",5
"17229",1
"17230",3
"17231",17
"17232",7
"17233",5
"17234",7
"17235",5
"17236",11
"17237",13
"17238",5
"17239",3
"17240",5
"17241",3
"17242",5
"17243",7
"17244",6
"17245",1
"17246",4
"17247",3
"17248",10
"17249",5
"17250",11
"17251",12
"17252",7
"17253",15
"17254",3
"17255",5
"17256",3
"17257",4
"17258",6
"17259",5
"17260",22
"17261",14
"17262",10
"17263",3
"17264",7
"17265",12
"17266",23
"17267",5
"17268",5
"17269",3
"17270",5
"17271",5
"17272",7
"17273",22
"17274",10
"17275",11
"17276",3
"17277",5
"17278",11
"17279",10
"17280",3
"17281",4
"17282",22
"17283",16
"17284",6
"17285",7
"17286",22
"17287",26
"17288",23
"17289",6
"17290",6
"17291",8
"17292",5
"17293",5
"17294",10
"17295",17
"17296",10
"17297",5
"17298",3
"17299",2
"17300",7
"17301",3
"17302",3
"17303",2
"17304",5
"17305",7
"17306",5
"17307",4
"17308",4
"17309",5
"17310",13
"17311",15
"17312",4
"17313",19
"17314",7
"17315",10
"17316",5
"17317",3
"17318",26
"17319",6
"17320",3
"17321",5
"17322",3
"17323",1
"17324",24
"17325",14
"17326",4
"17327",5
"17328",3
"17329",4
"17330",5
"17331",5
"17332",22
"17333",4
"17334",19
"17335",8
"17336",5
"17337",24
"17338",5
"17339",5
"17340",5
"17341",4
"17342",15
"17343",1
"17344",7
"17345",5
"17346",4
"17347",7
"17348",3
"17349",15
"17350",10
"17351",15
"17352",5
"17353",11
"17354",4
"17355",4
"17356",18
"17357",10
"17358",5
"17359",3
"17360",3
"17361",5
"17362",7
"17363",5
"17364",22
"17365",5
"17366",3
"17367",9
"17368",5
"17369",10
"17370",8
"17371",6
"17372",4
"17373",5
"17374",7
"17375",5
"17376",10
"17377",7
"17378",4
"17379",4
"17380",3
"17381",3
"17382",26
"17383",7
"17384",3
"17385",7
"17386",22
"17387",5
"17388",1
"17389",6
"17390",16
"17391",3
"17392",7
"17393",22
"17394",3
"17395",4
"17396",4
"17397",7
"17398",22
"17399",14
"17400",7
"17401",17
"17402",5
"17403",4
"17404",5
"17405",7
"17406",3
"17407",5
"17408",22
"17409",3
"17410",5
"17411",7
"17412",2
"17413",7
"17414",7
"17415",5
"17416",3
"17417",10
"17418",6
"17419",5
"17420",4
"17421",4
"17422",1
"17423",4
"17424",5
"17425",3
"17426",10
"17427",7
"17428",17
"17429",12
"17430",5
"17431",3
"17432",5
"17433",4
"17434",18
"17435",9
"17436",4
"17437",3
"17438",20
"17439",4
"17440",26
"17441",5
"17442",7
"17443",19
"17444",1
"17445",4
"17446",12
"17447",22
"17448",15
"17449",10
"17450",5
"17451",4
"17452",12
"17453",7
"17454",5
"17455",14
"17456",15
"17457",7
"17458",9
"17459",1
"17460",5
"17461",7
"17462",7
"17463",11
"17464",9
"17465",3
"17466",10
"17467",5
"17468",17
"17469",7
"17470",6
"17471",17
"17472",10
"17473",14
"17474",5
"17475",22
"17476",5
"17477",7
"17478",7
"17479",6
"17480",3
"17481",5
"17482",5
"17483",6
"17484",3
"17485",4
"17486",5
"17487",3
"17488",6
"17489",19
"17490",7
"17491",17
"17492",6
"17493",4
"17494",7
"17495",7
"17496",10
"17497",3
"17498",12
"17499",4
"17500",4
"17501",17
"17502",6
"17503",7
"17504",6
"17505",5
"17506",3
"17507",24
"17508",5
"17509",6
"17510",17
"17511",5
"17512",8
"17513",3
"17514",6
"17515",3
"17516",6
"17517",6
"17518",5
"17519",3
"17520",7
"17521",5
"17522",17
"17523",4
"17524",4
"17525",17
"17526",19
"17527",18
"17528",4
"17529",3
"17530",11
"17531",3
"17532",16
"17533",2
"17534",6
"17535",3
"17536",4
"17537",4
"17538",17
"17539",12
"17540",10
"17541",3
"17542",9
"17543",17
"17544",3
"17545",3
"17546",5
"17547",10
"17548",10
"17549",21
"17550",5
"17551",5
"17552",12
"17553",15
"17554",5
"17555",5
"17556",3
"17557",7
"17558",3
"17559",1
"17560",1
"17561",5
"17562",3
"17563",7
"17564",18
"17565",5
"17566",24
"17567",6
"17568",5
"17569",16
"17570",3
"17571",6
"17572",21
"17573",17
"17574",11
"17575",3
"17576",5
"17577",5
"17578",26
"17579",4
"17580",7
"17581",2
"17582",6
"17583",24
"17584",4
"17585",3
"17586",6
"17587",3
"17588",3
"17589",5
"17590",13
"17591",3
"17592",1
"17593",5
"17594",4
"17595",17
"17596",3
"17597",21
"17598",4
"17599",5
"17600",7
"17601",6
"17602",24
"17603",3
"17604",3
"17605",5
"17606",5
"17607",4
"17608",5
"17609",17
"17610",10
"17611",2
"17612",8
"17613",4
"17614",10
"17615",3
"17616",3
"17617",23
"17618",4
"17619",6
"17620",7
"17621",4
"17622",5
"17623",17
"17624",5
"17625",25
"17626",3
"17627",7
"17628",5
"17629",5
"17630",17
"17631",5
"17632",17
"17633",6
"17634",3
"17635",5
"17636",7
"17637",4
"17638",4
"17639",3
"17640",3
"17641",7
"17642",5
"17643",3
"17644",5
"17645",5
"17646",17
"17647",17
"17648",17
"17649",4
"17650",5
"17651",17
"17652",5
"17653",1
"17654",5
"17655",4
"17656",23
"17657",2
"17658",7
"17659",5
"17660",26
"17661",5
"17662",2
"17663",6
"17664",7
"17665",7
"17666",5
"17667",5
"17668",3
"17669",5
"17670",18
"17671",17
"17672",24
"17673",10
"17674",10
"17675",4
"17676",11
"17677",17
"17678",4
"17679",5
"17680",10
"17681",27
"17682",6
"17683",4
"17684",3
"17685",5
"17686",7
"17687",7
"17688",8
"17689",7
"17690",7
"17691",11
"17692",7
"17693",3
"17694",7
"17695",5
"17696",4
"17697",11
"17698",5
"17699",7
"17700",3
"17701",5
"17702",5
"17703",5
"17704",7
"17705",19
"17706",3
"17707",5
"17708",4
"17709",3
"17710",6
"17711",17
"17712",5
"17713",16
"17714",10
"17715",20
"17716",10
"17717",2
"17718",18
"17719",5
"17720",10
"17721",3
"17722",5
"17723",5
"17724",5
"17725",3
"17726",7
"17727",7
"17728",5
"17729",5
"17730",17
"17731",5
"17732",17
"17733",3
"17734",26
"17735",3
"17736",4
"17737",5
"17738",7
"17739",11
"17740",5
"17741",7
"17742",3
"17743",10
"17744",7
"17745",7
"17746",3
"17747",7
"17748",17
"17749",5
"17750",3
"17751",4
"17752",17
"17753",3
"17754",10
"17755",1
"17756",4
"17757",22
"17758",5
"17759",27
"17760",3
"17761",7
"17762",7
"17763",18
"17764",17
"17765",5
"17766",11
"17767",7
"17768",17
"17769",3
"17770",3
"17771",13
"17772",17
"17773",3
"17774",5
"17775",12
"17776",3
"17777",3
"17778",9
"17779",7
"17780",3
"17781",4
"17782",5
"17783",5
"17784",1
"17785",5
"17786",11
"17787",5
"17788",5
"17789",4
"17790",10
"17791",7
"17792",4
"17793",18
"17794",5
"17795",5
"17796",7
"17797",17
"17798",4
"17799",7
"17800",5
"17801",7
"17802",3
"17803",3
"17804",7
"17805",3
"17806",17
"17807",3
